0.00333333 2 71 6 2
0.01 0 75 8 2
0.0166667 0 80 8 3
0.0233333 0 72 12 3
0.03 0 101 9 1
0.0366667 0 83 10 3
0.0433333 3 83 18 6
0.05 1 97 18 9
0.0566667 1 95 25 5
0.0633333 3 100 22 5
0.07 1 101 34 7
0.0766667 1 76 30 6
0.0833333 1 117 22 5
0.09 4 101 24 10
0.0966667 1 112 17 10
0.103333 1 95 30 4
0.11 1 106 30 12
0.116667 4 99 24 6
0.123333 3 98 31 9
0.13 3 115 24 4
0.136667 0 115 26 7
0.143333 1 120 20 7
0.15 1 127 22 1
0.156667 1 121 26 8
0.163333 1 127 17 5
0.17 0 99 19 7
0.176667 1 107 16 13
0.183333 1 116 12 5
0.19 1 136 19 5
0.196667 1 141 18 7
0.203333 1 154 17 2
0.21 1 159 13 6
0.216667 1 163 14 3
0.223333 1 127 18 6
0.23 0 128 17 8
0.236667 1 136 12 5
0.243333 1 115 15 6
0.25 1 131 15 3
0.256667 2 116 17 5
0.263333 0 139 13 2
0.27 0 105 16 2
0.276667 1 111 15 7
0.283333 2 104 17 6
0.29 0 90 19 6
0.296667 0 90 11 7
0.303333 1 90 17 6
0.31 2 79 12 4
0.316667 1 85 21 4
0.323333 0 88 14 1
0.33 0 95 9 5
0.336667 0 82 13 6
0.343333 1 82 17 3
0.35 0 84 10 7
0.356667 0 70 7 3
0.363333 0 67 10 9
0.37 1 69 12 3
0.376667 0 83 11 5
0.383333 1 88 14 2
0.39 2 82 12 2
0.396667 0 90 9 4
0.403333 3 76 14 5
0.41 1 88 17 3
0.416667 2 76 15 1
0.423333 2 74 11 3
0.43 1 78 13 6
0.436667 2 96 14 0
0.443333 3 78 9 3
0.45 2 89 9 4
0.456667 0 100 14 0
0.463333 1 100 11 5
0.47 1 97 9 8
0.476667 1 69 12 3
0.483333 0 44 5 1
0.49 0 27 8 2
0.496667 0 25 9 3
0.503333 0 26 8 3
0.51 2 18 6 3
0.516667 0 29 6 3
0.523333 2 10 8 5
0.53 3 26 6 6
0.536667 2 31 13 3
0.543333 0 14 17 2
0.55 1 14 8 1
0.556667 0 19 5 1
0.563333 0 21 3 2
0.57 0 16 12 2
0.576667 2 17 8 2
0.583333 1 16 8 3
0.59 0 16 8 2
0.596667 0 15 5 3
0.603333 1 24 7 5
0.61 0 10 12 2
0.616667 1 8 8 3
0.623333 1 13 8 3
0.63 0 15 9 2
0.636667 1 27 7 4
0.643333 1 11 9 0
0.65 3 10 8 3
0.656667 2 8 5 5
0.663333 7 6168 253 47
0.67 0 0 0 0
0.676667 0 0 0 0
0.683333 0 0 0 0
0.69 0 0 0 0
0.696667 0 0 0 0
0.703333 0 0 0 0
0.71 0 0 0 0
0.716667 0 0 0 0
0.723333 0 0 0 0
0.73 0 0 0 0
0.736667 0 0 0 0
0.743333 0 0 0 0
0.75 0 0 0 0
0.756667 0 0 0 0
0.763333 0 0 0 0
0.77 0 0 0 0
0.776667 0 0 0 0
0.783333 0 0 0 0
0.79 0 0 0 0
0.796667 0 0 0 0
0.803333 0 0 0 0
0.81 0 0 0 0
0.816667 0 0 0 0
0.823333 0 0 0 0
0.83 0 0 0 0
0.836667 0 0 0 0
0.843333 0 0 0 0
0.85 0 0 0 0
0.856667 0 0 0 0
0.863333 0 0 0 0
0.87 0 0 0 0
0.876667 0 0 0 0
0.883333 0 0 0 0
0.89 0 0 0 0
0.896667 0 0 0 0
0.903333 0 0 0 0
0.91 0 0 0 0
0.916667 0 0 0 0
0.923333 0 0 0 0
0.93 0 0 0 0
0.936667 0 0 0 0
0.943333 0 0 0 0
0.95 0 0 0 0
0.956667 0 0 0 0
0.963333 0 0 0 0
0.97 0 0 0 0
0.976667 0 0 0 0
0.983333 0 0 0 0
0.99 0 0 0 0
0.996667 0 0 0 0
1.00333 0 0 0 0
1.01 0 0 0 0
1.01667 0 0 0 0
1.02333 0 0 0 0
1.03 0 0 0 0
1.03667 0 0 0 0
1.04333 0 0 0 0
1.05 0 0 0 0
1.05667 0 0 0 0
1.06333 0 0 0 0
1.07 0 0 0 0
1.07667 0 0 0 0
1.08333 0 0 0 0
1.09 0 0 0 0
1.09667 0 0 0 0
1.10333 0 0 0 0
1.11 0 0 0 0
1.11667 0 0 0 0
1.12333 0 0 0 0
1.13 0 0 0 0
1.13667 0 0 0 0
1.14333 0 0 0 0
1.15 0 0 0 0
1.15667 0 0 0 0
1.16333 0 0 0 0
1.17 0 0 0 0
1.17667 0 0 0 0
1.18333 0 0 0 0
1.19 0 0 0 0
1.19667 0 0 0 0
1.20333 0 0 0 0
1.21 0 0 0 0
1.21667 0 0 0 0
1.22333 0 0 0 0
1.23 0 0 0 0
1.23667 0 0 0 0
1.24333 0 0 0 0
1.25 0 0 0 0
1.25667 0 0 0 0
1.26333 0 0 0 0
1.27 0 0 0 0
1.27667 0 0 0 0
1.28333 0 0 0 0
1.29 0 0 0 0
1.29667 0 0 0 0
1.30333 0 0 0 0
1.31 0 0 0 0
1.31667 0 0 0 0
1.32333 0 0 0 0
1.33 0 0 0 0
1.33667 0 0 0 0
1.34333 0 0 0 0
1.35 0 0 0 0
1.35667 0 0 0 0
1.36333 0 0 0 0
1.37 0 0 0 0
1.37667 0 0 0 0
1.38333 0 0 0 0
1.39 0 0 0 0
1.39667 0 0 0 0
1.40333 0 0 0 0
1.41 0 0 0 0
1.41667 0 0 0 0
1.42333 0 0 0 0
1.43 0 0 0 0
1.43667 0 0 0 0
1.44333 0 0 0 0
1.45 0 0 0 0
1.45667 0 0 0 0
1.46333 0 0 0 0
1.47 0 0 0 0
1.47667 0 0 0 0
1.48333 0 0 0 0
1.49 0 0 0 0
1.49667 0 0 0 0
1.50333 0 0 0 0
1.51 0 0 0 0
1.51667 0 0 0 0
1.52333 0 0 0 0
1.53 0 0 0 0
1.53667 0 0 0 0
1.54333 0 0 0 0
1.55 0 0 0 0
1.55667 0 0 0 0
1.56333 0 0 0 0
1.57 0 0 0 0
1.57667 0 0 0 0
1.58333 0 0 0 0
1.59 0 0 0 0
1.59667 0 0 0 0
1.60333 0 0 0 0
1.61 0 0 0 0
1.61667 0 0 0 0
1.62333 0 0 0 0
1.63 0 0 0 0
1.63667 0 0 0 0
1.64333 0 0 0 0
1.65 0 0 0 0
1.65667 0 0 0 0
1.66333 0 0 0 0
1.67 0 0 0 0
1.67667 0 0 0 0
1.68333 0 0 0 0
1.69 0 0 0 0
1.69667 0 0 0 0
1.70333 0 0 0 0
1.71 0 0 0 0
1.71667 0 0 0 0
1.72333 0 0 0 0
1.73 0 0 0 0
1.73667 0 0 0 0
1.74333 0 0 0 0
1.75 0 0 0 0
1.75667 0 0 0 0
1.76333 0 0 0 0
1.77 0 0 0 0
1.77667 0 0 0 0
1.78333 0 0 0 0
1.79 0 0 0 0
1.79667 0 0 0 0
1.80333 0 0 0 0
1.81 0 0 0 0
1.81667 0 0 0 0
1.82333 0 0 0 0
1.83 0 0 0 0
1.83667 0 0 0 0
1.84333 0 0 0 0
1.85 0 0 0 0
1.85667 0 0 0 0
1.86333 0 0 0 0
1.87 0 0 0 0
1.87667 0 0 0 0
1.88333 0 0 0 0
1.89 0 0 0 0
1.89667 0 0 0 0
1.90333 0 0 0 0
1.91 0 0 0 0
1.91667 0 0 0 0
1.92333 0 0 0 0
1.93 0 0 0 0
1.93667 0 0 0 0
1.94333 0 0 0 0
1.95 0 0 0 0
1.95667 0 0 0 0
1.96333 0 0 0 0
1.97 0 0 0 0
1.97667 0 0 0 0
1.98333 0 0 0 0
1.99 0 0 0 0
1.99667 0 0 0 0
